Unnamed: 0,Ticker,Sector
2128,MPLX,Energy
2129,MPW,Real Estate
2130,MPWR,Technology
2131,MPX,Consumer Cyclical
2132,MQ,Technology
2133,MRAAF,Technology
2134,MRAI,Healthcare
2135,MRC,Energy
2136,MRCY,Industrials
2137,MRIN,Technology
2138,MRK,Healthcare
2139,MRLN,Financial Services
2140,MRNA,Healthcare
2141,MRNS,Healthcare
2142,MRO,Energy
2143,MRSN,Healthcare
2144,MRTN,Industrials
2145,MRTX,Healthcare
2146,MRVI,Healthcare
2147,MRVL,Technology
2148,MS,Financial Services
2149,MSA,Industrials
2150,MSCI,Financial Services
2151,MSEX,Utilities
2152,MSFT,Technology
2153,MSGE,Communication Services
2154,MSGS,Communication Services
2155,MSI,Technology
2156,MSM,Industrials
2157,MSP,Technology
2158,MSTR,Technology
2159,MT,Basic Materials
2160,MTB,Financial Services
2161,MTCH,Communication Services
2162,MTD,Healthcare
2163,MTDR,Energy
2164,MTG,Financial Services
2165,MTH,Consumer Cyclical
2166,MTN,Consumer Cyclical
2167,MTNB,Healthcare
2168,MTOR,Consumer Cyclical
2169,MTRN,Basic Materials
2170,MTRX,Industrials
2171,MTSI,Technology
2172,MTTR,Technology
2173,MTW,Industrials
2174,MTX,Basic Materials
2175,MTZ,Industrials
2176,MU,Technology
2177,MUFG,Financial Services
2178,MUR,Energy
2179,MUSA,Consumer Cyclical
2180,MVIS,Technology
2181,MVST,Industrials
2182,MWA,Industrials
2183,MXL,Technology
2184,MYE,Consumer Cyclical
2185,MYGN,Healthcare
2186,MYOV,Healthcare
2187,MYRG,Industrials
2188,NABL,Technology
2189,NAK,Basic Materials
2190,NAKD,Consumer Cyclical
2191,NARI,Healthcare
2192,NAT,Industrials
2193,NATI,Technology
2194,NATR,Consumer Defensive
2195,NAUT,Healthcare
2196,NAVI,Financial Services
2197,NBEV,Consumer Defensive
2198,NBHC,Financial Services
2199,NBIX,Healthcare
2200,NBN,Financial Services
2201,NBR,Energy
2202,NBRV,Healthcare
2203,NBTB,Financial Services
2204,NC,Energy
2205,NCBS,Financial Services
2206,NCLH,Consumer Cyclical
2207,NCNA,Healthcare
2208,NCNO,Technology
2209,NCR,Technology
2210,NCSM,Energy
2211,NDAQ,Financial Services
2212,NDRBF,Industrials
2213,NDSN,Industrials
2214,NE,Energy
2215,NEE,Utilities
2216,NEGG,Consumer Cyclical
2217,NEM,Basic Materials
2218,NEO,Healthcare
2219,NEOG,Healthcare
2220,NEP,Utilities
2221,NEPT,Healthcare
2222,NERV,Healthcare
2223,NESR,Energy
2224,NET,Technology
2225,NEU,Basic Materials
2226,NEWP,Basic Materials
2227,NEWR,Technology
2228,NEWT,Financial Services
2229,NEX,Energy
2230,NEXA,Basic Materials
2231,NFBK,Financial Services
2232,NFE,Utilities
2233,NFG,Energy
2234,NFLX,Communication Services
2235,NG,Basic Materials
2236,NGD,Basic Materials
2237,NGG,Utilities
2238,NGL,Energy
2239,NGVT,Basic Materials
2240,NH,Healthcare
2241,NHC,Healthcare
2242,NHI,Real Estate
2243,NHTC,Consumer Cyclical
2244,NI,Utilities
2245,NICE,Technology
2246,NILSY,Basic Materials
2247,NINE,Energy
2248,NINOY,Consumer Cyclical
2249,NJR,Utilities
2250,NKE,Consumer Cyclical
2251,NKLA,Consumer Cyclical
2252,NKTR,Healthcare
2253,NLOK,Technology
2254,NLS,Consumer Cyclical
2255,NLSN,Industrials
2256,NLY,Real Estate
2257,NM,Industrials
2258,NMIH,Financial Services
2259,NMR,Financial Services
2260,NMRK,Real Estate
2261,NNBR,Industrials
2262,NNDM,Technology
2263,NNDNF,Industrials
2264,NNI,Financial Services
2265,NNN,Real Estate
2266,NNOX,Healthcare
2267,NNVC,Healthcare
2268,NOA,Energy
2269,NOC,Industrials
2270,NODK,Financial Services
2271,NOG,Energy
2272,NOK,Technology
2273,NOMD,Consumer Defensive
2274,NOV,Energy
2275,NOVA,Technology
2276,NOVT,Technology
2277,NOW,Technology
2278,NP,Basic Materials
2279,NPK,Industrials
2280,NPO,Industrials
2281,NPPXF,Communication Services
2282,NPSNY,Communication Services
2283,NR,Energy
2284,NRDS,Financial Services
2285,NRDY,Technology
2286,NRG,Utilities
2287,NRIM,Financial Services
2288,NRXP,Healthcare
2289,NRZ,Real Estate
2290,NS,Energy
2291,NSA,Real Estate
2292,NSC,Industrials
2293,NSIT,Technology
2294,NSP,Industrials
2295,NSRGY,Consumer Defensive
2296,NSSC,Industrials
2297,NSTG,Healthcare
2298,NTAP,Technology
2299,NTB,Financial Services
2300,NTCT,Technology
2301,NTDOF,Communication Services
2302,NTES,Communication Services
2303,NTGR,Technology
2304,NTLA,Healthcare
2305,NTNX,Technology
2306,NTP,Real Estate
2307,NTR,Basic Materials
2308,NTRA,Healthcare
2309,NTRS,Financial Services
2310,NUAN,Technology
2311,NUE,Basic Materials
2312,NUS,Consumer Defensive
2313,NUVA,Healthcare
2314,NUVB,Healthcare
2315,NVAX,Healthcare
2316,NVCN,Healthcare
2317,NVCR,Healthcare
2318,NVDA,Technology
2319,NVEC,Technology
2320,NVEE,Industrials
2321,NVEI,Technology
2322,NVMI,Technology
2323,NVO,Healthcare
2324,NVR,Consumer Cyclical
2325,NVRO,Healthcare
2326,NVS,Healthcare
2327,NVST,Healthcare
2328,NVT,Industrials
2329,NVTA,Healthcare
2330,NWBI,Financial Services
2331,NWE,Utilities
2332,NWG,Financial Services
2333,NWL,Consumer Defensive
2334,NWLI,Financial Services
2335,NWN,Utilities
2336,NWPX,Industrials
2337,NWS,Communication Services
2338,NX,Industrials
2339,NXPI,Technology
2340,NXRT,Real Estate
2341,NXST,Communication Services
2342,NYCB,Financial Services
2343,NYMT,Real Estate
2344,NYMX,Healthcare
2345,NYT,Communication Services
2346,NZTCF,Communication Services
2347,O,Real Estate
2348,OAOFY,Energy
2349,OBNK,Financial Services
2350,OC,Industrials
2351,OCFC,Financial Services
2352,OCGN,Healthcare
2353,OCN,Financial Services
2354,OCUL,Healthcare
2355,OCX,Healthcare
2356,ODC,Basic Materials
2357,ODFL,Industrials
2358,ODP,Consumer Cyclical
2359,OESX,Industrials
2360,OFC,Real Estate
2361,OFED,Financial Services
2362,OFG,Financial Services
2363,OFIX,Healthcare
2364,OFLX,Industrials
2365,OGE,Utilities
2366,OGEN,Healthcare
2367,OGN,Healthcare
2368,OGS,Utilities
2369,OGZPY,Energy
2370,OHI,Real Estate
2371,OI,Consumer Cyclical
2372,OII,Energy
2373,OIIM,Technology
2374,OIS,Energy
2375,OKE,Energy
2376,OKTA,Technology
2377,OLB,Technology
2378,OLED,Technology
2379,OLLI,Consumer Defensive
2380,OLN,Basic Materials
2381,OLO,Technology
2382,OLPX,Consumer Cyclical
2383,OM,Healthcare
2384,OMAB,Industrials
2385,OMC,Communication Services
2386,OMCL,Healthcare
2387,OMF,Financial Services
2388,OMI,Healthcare
2389,ON,Technology
2390,ONB,Financial Services
2391,ONCY,Healthcare
2392,ONEM,Healthcare
2393,ONTO,Technology
2394,ONTX,Healthcare
2395,ONVO,Healthcare
2396,OOMA,Communication Services
2397,OPAD,Real Estate
2398,OPCH,Healthcare
2399,OPEN,Real Estate
2400,OPGN,Healthcare
2401,OPI,Real Estate
2402,OPK,Healthcare
2403,OPOF,Financial Services
2404,OPRA,Technology
2405,OPTT,Industrials
2406,OPY,Financial Services
2407,OR,Basic Materials
2408,ORA,Utilities
2409,ORAN,Communication Services
2410,ORC,Real Estate
2411,ORCC,Financial Services
2412,ORCL,Technology
2413,ORGN,Basic Materials
2414,ORGO,Healthcare
2415,ORI,Financial Services
2416,ORIC,Healthcare
2417,ORKLF,Consumer Defensive
2418,ORLA,Basic Materials
2419,ORLY,Consumer Cyclical
2420,ORN,Industrials
2421,ORRF,Financial Services
2422,ORTX,Healthcare
2423,OSBC,Financial Services
2424,OSG,Energy
2425,OSH,Healthcare
2426,OSIS,Technology
2427,OSK,Industrials
2428,OSTK,Consumer Cyclical
2429,OSW,Consumer Cyclical
2430,OTEX,Technology
2431,OTGLF,Communication Services
2432,OTIS,Industrials
2433,OTLK,Healthcare
2434,OTLY,Consumer Defensive
2435,OTRK,Healthcare
2436,OTTR,Utilities
2437,OUST,Technology
2438,OUT,Real Estate
2439,OVBC,Financial Services
2440,OVID,Healthcare
2441,OVV,Energy
2442,OWLT,Healthcare
2443,OXM,Consumer Cyclical
2444,OXSQ,Financial Services
2445,OXY,Energy
2446,OYST,Healthcare
2447,OZK,Financial Services
2448,OZON,Consumer Cyclical
2449,PAA,Energy
2450,PAAS,Basic Materials
2451,PAC,Industrials
2452,PACB,Healthcare
2453,PACK,Consumer Cyclical
2454,PACW,Financial Services
2455,PAE,Industrials
2456,PAG,Consumer Cyclical
2457,PAHC,Healthcare
2458,PAM,Utilities
2459,PANW,Technology
2460,PARR,Energy
2461,PATH,Technology
2462,PATK,Consumer Cyclical
2463,PAVM,Healthcare
2464,PAX,Financial Services
2465,PAY,Technology
2466,PAYA,Technology
2467,PAYC,Technology
2468,PAYS,Industrials
2469,PAYX,Industrials
2470,PB,Financial Services
2471,PBA,Energy
2472,PBCTP,Financial Services
2473,PBF,Energy
2474,PBFX,Energy
2475,PBH,Healthcare
2476,PBIP,Financial Services
2477,PBPB,Consumer Cyclical
2478,PBR,Energy
2479,PCAR,Industrials
2480,PCG,Utilities
2481,PCH,Real Estate
2482,PCI,Financial Services
2483,PCOR,Technology
2484,PCRX,Healthcare
2485,PCSB,Financial Services
2486,PCTY,Technology
2487,PCVX,Healthcare
2488,PCYG,Technology
2489,PD,Technology
2490,PDCE,Energy
2491,PDCO,Healthcare
2492,PDM,Real Estate
2493,PDS,Energy
2494,PDSB,Healthcare
2495,PEAK,Real Estate
2496,PEB,Real Estate
2497,PEBK,Financial Services
2498,PECO,Real Estate
2499,PED,Energy
2500,PEG,Utilities
2501,PEGA,Technology
2502,PEI,Real Estate
2503,PEN,Healthcare
2504,PENN,Consumer Cyclical
2505,PEP,Consumer Defensive
2506,PETS,Healthcare
2507,PFE,Healthcare
2508,PFG,Financial Services
2509,PFGC,Consumer Defensive
2510,PFIS,Financial Services
2511,PFLT,Financial Services
2512,PFS,Financial Services
2513,PFSI,Financial Services
2514,PG,Consumer Defensive
2515,PGEN,Healthcare
2516,PGNY,Healthcare
2517,PGR,Financial Services
2518,PGRE,Real Estate
2519,PGTI,Industrials
2520,PH,Industrials
2521,PHAS,Healthcare
2522,PHAT,Healthcare
2523,PHG,Healthcare
2524,PHI,Communication Services
2525,PHM,Consumer Cyclical
2526,PHR,Healthcare
2527,PHUN,Technology
2528,PI,Technology
2529,PII,Consumer Cyclical
2530,PIK,Consumer Cyclical
2531,PINC,Healthcare
2532,PING,Technology
2533,PINS,Communication Services
2534,PIPR,Financial Services
2535,PIRS,Healthcare
2536,PIXY,Industrials
2537,PJT,Financial Services
2538,PK,Real Estate
2539,PKBK,Financial Services
2540,PKE,Industrials
2541,PKG,Consumer Cyclical
2542,PKI,Healthcare
2543,PKX,Basic Materials
2544,PLAB,Technology
2545,PLAN,Technology
2546,PLAY,Communication Services
2547,PLBY,Consumer Cyclical
2548,PLCE,Consumer Cyclical
2549,PLD,Real Estate
2550,PLG,Basic Materials
2551,PLM,Basic Materials
2552,PLMR,Financial Services
2553,PLNT,Consumer Cyclical
2554,PLOW,Consumer Cyclical
2555,PLPC,Industrials
2556,PLSE,Healthcare
2557,PLTK,Communication Services
2558,PLTR,Technology
2559,PLUG,Industrials
2560,PLUS,Technology
2561,PLX,Healthcare
2562,PLXS,Technology
2563,PLYA,Consumer Cyclical
2564,PM,Consumer Defensive
2565,PMD,Healthcare
2566,PMMAF,Consumer Cyclical
2567,PMT,Real Estate
2568,PNC,Financial Services
2569,PNFP,Financial Services
2570,PNGAY,Financial Services
2571,PNM,Utilities
2572,PNNT,Financial Services
2573,PNR,Industrials
2574,PNW,Utilities
2575,PODD,Healthcare
2576,POLA,Industrials
2577,POLY,Technology
2578,POOL,Consumer Cyclical
2579,POR,Utilities
2580,POSH,Consumer Cyclical
2581,POST,Consumer Defensive
2582,POWI,Technology
2583,POWL,Industrials
2584,POWW,Industrials
2585,PPBI,Financial Services
2586,PPC,Consumer Defensive
2587,PPD,Healthcare
2588,PPERF,Financial Services
2589,PPG,Basic Materials
2590,PPL,Utilities
2591,PRA,Financial Services
2592,PRAA,Financial Services
2593,PRAX,Healthcare
2594,PRDO,Consumer Defensive
2595,PRDSF,Consumer Cyclical
2596,PRFT,Technology
2597,PRFX,Healthcare
2598,PRGO,Healthcare
2599,PRGS,Technology
2600,PRI,Financial Services
2601,PRIM,Industrials
2602,PRK,Financial Services
2603,PRLB,Industrials
2604,PRMW,Consumer Defensive
2605,PRO,Technology
2606,PROG,Healthcare
2607,PROV,Financial Services
2608,PRPL,Consumer Cyclical
2609,PRPO,Healthcare
2610,PRQR,Healthcare
2611,PRTA,Healthcare
2612,PRTK,Healthcare
2613,PRTS,Consumer Cyclical
2614,PRTY,Consumer Cyclical
2615,PRU,Financial Services
2616,PRVA,Healthcare
2617,PSA,Real Estate
2618,PSB,Real Estate
2619,PSEC,Financial Services
2620,PSFE,Technology
2621,PSHG,Industrials
2622,PSMT,Consumer Defensive
2623,PSN,Industrials
2624,PSO,Communication Services
2625,PSTG,Technology
2626,PSTH,Financial Services
2627,PSX,Energy
2628,PSXP,Energy
2629,PTC,Technology
2630,PTCT,Healthcare
2631,PTEN,Energy
2632,PTGX,Healthcare
2633,PTLO,Consumer Cyclical
2634,PTMN,Financial Services
2635,PTN,Healthcare
2636,PTNR,Communication Services
2637,PTON,Consumer Cyclical
2638,PTR,Energy
2639,PTRA,Consumer Cyclical
2640,PTVE,Consumer Cyclical
2641,PUBM,Technology
2642,PUK,Financial Services
2643,PULM,Healthcare
2644,PUMP,Energy
2645,PVBC,Financial Services
2646,PVG,Basic Materials
2647,PVH,Consumer Cyclical
2648,PWFL,Technology
2649,PWR,Industrials
2650,PWSC,Technology
2651,PX,Financial Services
2652,PXD,Energy
2653,PXLW,Technology
2654,PYPL,Financial Services
2655,PZN,Financial Services
2656,PZZA,Consumer Cyclical
2657,QCOM,Technology
2658,QCRH,Financial Services
2659,QDEL,Healthcare
2660,QGEN,Healthcare
2661,QIWI,Technology
2662,QLYS,Technology
2663,QMCO,Technology
2664,QNST,Communication Services
2665,QRTEA,Consumer Cyclical
2666,QRVO,Technology
2667,QS,Consumer Cyclical
2668,QSR,Consumer Cyclical
2669,QTNT,Healthcare
2670,QTRX,Healthcare
2671,QTWO,Technology
2672,QUAD,Industrials
2673,QUIK,Technology
2674,QUOT,Communication Services
2675,QURE,Healthcare
2676,R,Industrials
2677,RACE,Consumer Cyclical
2678,RAD,Healthcare
2679,RADA,Industrials
2680,RADI,Communication Services
2681,RAIL,Industrials
2682,RAMP,Technology
2683,RAPT,Healthcare
2684,RARE,Healthcare
2685,RAVE,Consumer Cyclical
2686,RAVN,Industrials
2687,RAZFF,Technology
2688,RBA,Industrials
2689,RBCAA,Financial Services
2690,RBGPF,Consumer Defensive
2691,RBLX,Communication Services
2692,RC,Real Estate
2693,RCEL,Healthcare
2694,RCI,Communication Services
2695,RCII,Industrials
2696,RCKT,Healthcare
2697,RCL,Consumer Cyclical
2698,RCM,Healthcare
2699,RCRRF,Industrials
2700,RCUS,Healthcare
2701,RDFN,Real Estate
2702,RDHL,Healthcare
2703,RDI,Communication Services
2704,RDN,Financial Services
2705,RDW,Industrials
2706,RDWR,Technology
2707,RDY,Healthcare
2708,RE,Financial Services
2709,REAL,Consumer Cyclical
2710,REE,Consumer Cyclical
2711,REG,Real Estate
2712,REGI,Energy
2713,REGN,Healthcare
2714,REI,Energy
2715,REKR,Technology
2716,RELX,Communication Services
2717,RELY,Technology
2718,RENN,Consumer Cyclical
2719,RENT,Consumer Cyclical
2720,REPH,Healthcare
2721,REPL,Healthcare
2722,REPYF,Energy
2723,RES,Energy
2724,RESN,Technology
2725,RETA,Healthcare
2726,REV,Consumer Defensive
2727,REVG,Industrials
2728,REX,Energy
2729,REXR,Real Estate
2730,REYN,Consumer Cyclical
2731,REZI,Industrials
2732,RF,Financial Services
2733,RFL,Healthcare
2734,RGA,Financial Services
2735,RGCO,Utilities
2736,RGEDF,Healthcare
2737,RGEN,Healthcare
2738,RGF,Consumer Defensive
2739,RGLD,Basic Materials
2740,RGLS,Healthcare
2741,RGNX,Healthcare
2742,RGR,Industrials
2743,RGS,Consumer Cyclical
2744,RH,Consumer Cyclical
2745,RHHBY,Healthcare
2746,RHI,Industrials
2747,RHP,Real Estate
2748,RICK,Consumer Cyclical
2749,RIDE,Consumer Cyclical
2750,RIG,Energy
2751,RIGL,Healthcare
2752,RILY,Financial Services
2753,RIO,Basic Materials
2754,RIOT,Technology
2755,RIVN,Consumer Cyclical
2756,RJF,Financial Services
2757,RKDA,Basic Materials
2758,RKLB,Industrials
2759,RKLY,Technology
2760,RKT,Financial Services
2761,RL,Consumer Cyclical
2762,RLAY,Healthcare
2763,RLGT,Industrials
2764,RLGY,Real Estate
2765,RLI,Financial Services
2766,RLJ,Real Estate
2767,RM,Financial Services
2768,RMAX,Real Estate
2769,RMBL,Consumer Cyclical
2770,RMBS,Technology
2771,RMD,Healthcare
2772,RMED,Healthcare
2773,RMO,Consumer Cyclical
2774,RMR,Real Estate
2775,RMTI,Healthcare
2776,RNA,Healthcare
2777,RNG,Technology
2778,RNR,Financial Services
2779,RNSDF,Consumer Cyclical
2780,RNST,Financial Services
2781,RNWK,Communication Services
2782,ROAD,Industrials
2783,ROCK,Industrials
2784,ROG,Technology
2785,ROIC,Real Estate
2786,ROK,Industrials
2787,ROKU,Communication Services
2788,ROL,Consumer Cyclical
2789,ROLL,Industrials
2790,ROOT,Financial Services
2791,ROP,Industrials
2792,ROST,Consumer Cyclical
2793,ROYMF,Industrials
2794,RPAY,Technology
2795,RPD,Technology
2796,RPM,Basic Materials
2797,RPRX,Healthcare
2798,RPT,Real Estate
2799,RRC,Energy
2800,RRD,Industrials
2801,RRGB,Consumer Cyclical
2802,RRR,Consumer Cyclical
2803,RRX,Industrials
2804,RS,Basic Materials
2805,RSG,Industrials
2806,RSI,Consumer Cyclical
2807,RSKD,Technology
2808,RTLR,Energy
2809,RTX,Industrials
2810,RUBY,Healthcare
2811,RUN,Technology
2812,RUSHA,Consumer Cyclical
2813,RVLV,Consumer Cyclical
2814,RVMD,Healthcare
2815,RVNC,Healthcare
2816,RVP,Healthcare
2817,RVSB,Financial Services
2818,RWLK,Healthcare
2819,RWT,Real Estate
2820,RXRX,Healthcare
2821,RXT,Technology
2822,RY,Financial Services
2823,RYAM,Basic Materials
2824,RYAN,Financial Services
2825,RYCEF,Industrials
2826,RYDAF,Energy
2827,RYI,Industrials
2828,RYN,Real Estate
2829,S,Technology
2830,SABR,Technology
2831,SACH,Real Estate
2832,SAFE,Real Estate
2833,SAFM,Consumer Defensive
2834,SAFRF,Industrials
2835,SAFT,Financial Services
2836,SAGE,Healthcare
2837,SAH,Consumer Cyclical
2838,SAIA,Industrials
2839,SAIC,Technology
2840,SAIL,Technology
2841,SALM,Communication Services
2842,SAM,Consumer Defensive
2843,SAMG,Financial Services
2844,SAN,Financial Services
2845,SANA,Healthcare
2846,SAND,Basic Materials
2847,SANM,Technology
2848,SAP,Technology
2849,SASR,Financial Services
2850,SATS,Technology
2851,SAVA,Healthcare
2852,SAVE,Industrials
2853,SB,Industrials
2854,SBAC,Real Estate
2855,SBCF,Financial Services
2856,SBGI,Communication Services
2857,SBGSF,Industrials
2858,SBH,Consumer Cyclical
2859,SBLK,Industrials
2860,SBNY,Financial Services
2861,SBOW,Energy
2862,SBRA,Real Estate
2863,SBRCY,Financial Services
2864,SBS,Utilities
2865,SBSI,Financial Services
2866,SBSW,Basic Materials
2867,SBUX,Consumer Cyclical
2868,SC,Financial Services
2869,SCCO,Basic Materials
2870,SCHL,Communication Services
2871,SCHN,Basic Materials
2872,SCHW,Financial Services
2873,SCI,Consumer Cyclical
2874,SCL,Basic Materials
2875,SCM,Financial Services
2876,SCOR,Communication Services
2877,SCPL,Communication Services
2878,SCS,Industrials
2879,SCSC,Technology
2880,SCVL,Consumer Cyclical
2881,SCVUF,Basic Materials
2882,SCWX,Technology
2883,SCYX,Healthcare
2884,SD,Energy
2885,SDC,Healthcare
2886,SDGR,Healthcare
2887,SDIG,Financial Services
2888,SE,Communication Services
2889,SEAC,Technology
2890,SEAS,Consumer Cyclical
2891,SEB,Industrials
2892,SEDG,Technology
2893,SEE,Consumer Cyclical
2894,SEEL,Healthcare
2895,SEER,Healthcare
2896,SEIC,Financial Services
2897,SELB,Healthcare
2898,SEM,Healthcare
2899,SEMHF,Healthcare
2900,SEMR,Technology
2901,SENEA,Consumer Defensive
2902,SENS,Healthcare
2903,SESN,Healthcare
2904,SF,Financial Services
2905,SFBS,Financial Services
2906,SFIX,Consumer Cyclical
2907,SFL,Industrials
2908,SFM,Consumer Defensive
2909,SFNC,Financial Services
2910,SFTBF,Communication Services
2911,SG,Consumer Cyclical
2912,SGBX,Industrials
2913,SGEN,Healthcare
2914,SGH,Technology
2915,SGMO,Healthcare
2916,SGMS,Consumer Cyclical
2917,SGRY,Healthcare
2918,SHAK,Consumer Cyclical
2919,SHBI,Financial Services
2920,SHC,Healthcare
2921,SHECF,Basic Materials
2922,SHEN,Communication Services
2923,SHG,Financial Services
2924,SHIP,Industrials
2925,SHLS,Technology
2926,SHLX,Energy
2927,SHO,Real Estate
2928,SHOO,Consumer Cyclical
2929,SHOP,Technology
2930,SHW,Basic Materials
2931,SI,Financial Services
2932,SID,Basic Materials
2933,SIEGY,Industrials
2934,SIEN,Healthcare
2935,SIFY,Communication Services
2936,SIG,Consumer Cyclical
2937,SIGI,Financial Services
2938,SILC,Technology
2939,SILK,Healthcare
2940,SILV,Basic Materials
2941,SIM,Basic Materials
2942,SINGF,Industrials
2943,SINT,Healthcare
2944,SIRI,Communication Services
2945,SITC,Real Estate
2946,SITE,Industrials
2947,SITM,Technology
2948,SIVB,Financial Services
2949,SIX,Consumer Cyclical
2950,SJI,Utilities
2951,SJM,Consumer Defensive
2952,SJR,Communication Services
2953,SJW,Utilities
2954,SKIL,Consumer Defensive
2955,SKLZ,Communication Services
2956,SKM,Communication Services
2957,SKSBF,Industrials
2958,SKT,Real Estate
2959,SKUFF,Industrials
2960,SKX,Consumer Cyclical
2961,SKY,Consumer Cyclical
2962,SKYW,Industrials
2963,SLAB,Technology
2964,SLB,Energy
2965,SLCA,Energy
2966,SLDB,Healthcare
2967,SLF,Financial Services
2968,SLG,Real Estate
2969,SLGG,Communication Services
2970,SLGN,Consumer Cyclical
2971,SLM,Financial Services
2972,SLP,Healthcare
2973,SLQT,Financial Services
2974,SLS,Healthcare
2975,SM,Energy
2976,SMAR,Technology
2977,SMBC,Financial Services
2978,SMCI,Technology
2979,SMECF,Industrials
2980,SMFG,Financial Services
2981,SMG,Basic Materials
2982,SMHI,Industrials
2983,SMLP,Energy
2984,SMMF,Financial Services
2985,SMMT,Healthcare
2986,SMPL,Consumer Defensive
2987,SMRT,Technology
2988,SMSI,Technology
2989,SMTC,Technology
2990,SMTS,Basic Materials
2991,SMWB,Communication Services
2992,SNA,Industrials
2993,SNAP,Communication Services
2994,SNAX,Consumer Defensive
2995,SNCR,Technology
2996,SND,Energy
2997,SNDR,Industrials
2998,SNDX,Healthcare
2999,SNEX,Financial Services
3000,SNGNF,Communication Services
3001,SNGX,Healthcare
3002,SNMRF,Utilities
3003,SNN,Healthcare
3004,SNOW,Technology
3005,SNP,Energy
3006,SNPS,Technology
3007,SNV,Financial Services
3008,SNX,Technology
3009,SNY,Healthcare
3010,SO,Utilities
3011,SOFI,Financial Services
3012,SOHO,Real Estate
3013,SOL,Technology
3014,SOLO,Consumer Cyclical
3015,SOLY,Healthcare
3016,SON,Consumer Cyclical
3017,SONM,Technology
3018,SONO,Technology
3019,SONX,Healthcare
3020,SONY,Technology
3021,SOPA,Technology
3022,SOS,Technology
3023,SP,Industrials
3024,SPB,Consumer Defensive
3025,SPCE,Industrials
3026,SPG,Real Estate
3027,SPGI,Financial Services
3028,SPI,Technology
3029,SPIR,Industrials
3030,SPLK,Technology
3031,SPNS,Technology
3032,SPNT,Financial Services
3033,SPNUF,Technology
3034,SPOK,Healthcare
3035,SPOT,Communication Services
3036,SPPI,Healthcare
3037,SPR,Industrials
3038,SPSC,Technology
3039,SPT,Technology
3040,SPTN,Consumer Defensive
3041,SPWH,Consumer Cyclical
3042,SPWR,Technology
3043,SPXC,Industrials
3044,SPXCF,Financial Services
3045,SQ,Technology
3046,SQM,Basic Materials
3047,SQSP,Technology
3048,SR,Utilities
3049,SRC,Real Estate
3050,SRCE,Financial Services
3051,SRCL,Industrials
3052,SRDX,Healthcare
3053,SRE,Utilities
3054,SREV,Technology
3055,SRG,Real Estate
3056,SRI,Consumer Cyclical
3057,SRNE,Healthcare
3058,SRPT,Healthcare
3059,SRRA,Healthcare
3060,SRRK,Healthcare
3061,SRT,Industrials
3062,SSB,Financial Services
3063,SSD,Industrials
3064,SSL,Energy
3065,SSNC,Technology
3066,SSP,Communication Services
3067,SSRM,Basic Materials
3068,SSTI,Technology
3069,SSTK,Communication Services
3070,SSYS,Technology
3071,ST,Technology
3072,STAA,Healthcare
3073,STAF,Industrials
3074,STAG,Real Estate
3075,STAR,Real Estate
3076,STBA,Financial Services
3077,STC,Financial Services
3078,STE,Healthcare
3079,STEM,Technology
3080,STEP,Financial Services
3081,STFC,Financial Services
3082,STL,Financial Services
3083,STLA,Consumer Cyclical
3084,STLD,Basic Materials
3085,STM,Technology
3086,STN,Industrials
3087,STNG,Energy
3088,STOR,Real Estate
3089,STRA,Consumer Defensive
3090,STRL,Industrials
3091,STRS,Real Estate
3092,STT,Financial Services
3093,STWD,Real Estate
3094,STX,Technology
3095,STZ,Consumer Defensive
3096,SU,Energy
3097,SUI,Real Estate
3098,SUM,Basic Materials
3099,SUMO,Technology
3100,SUMR,Consumer Defensive
3101,SUN,Energy
3102,SUNL,Financial Services
3103,SUNW,Technology
3104,SUP,Consumer Cyclical
3105,SUPN,Healthcare
3106,SUPV,Financial Services
3107,SURF,Healthcare
3108,SUZ,Basic Materials
3109,SVC,Real Estate
3110,SVM,Basic Materials
3111,SVNDF,Consumer Defensive
3112,SVRA,Healthcare
3113,SWAV,Healthcare
3114,SWBI,Industrials
3115,SWCH,Technology
3116,SWDBF,Financial Services
3117,SWI,Technology
3118,SWIR,Technology
3119,SWK,Industrials
3120,SWKS,Technology
3121,SWM,Basic Materials
3122,SWN,Energy
3123,SWTX,Healthcare
3124,SWX,Utilities
3125,SXC,Basic Materials
3126,SXI,Industrials
3127,SXT,Basic Materials
3128,SYBT,Financial Services
3129,SYBX,Healthcare
3130,SYF,Financial Services
3131,SYIEF,Basic Materials
3132,SYK,Healthcare
3133,SYNA,Technology
3134,SYNH,Healthcare
3135,SYRS,Healthcare
3136,SYY,Consumer Defensive
3137,T,Communication Services
3138,TAC,Utilities
3139,TACO,Consumer Cyclical
3140,TAK,Healthcare
3141,TAL,Consumer Defensive
3142,TALK,Healthcare
3143,TAP,Consumer Defensive
3144,TARO,Healthcare
3145,TASK,Technology
3146,TAST,Consumer Cyclical
3147,TBBK,Financial Services
3148,TBI,Industrials
3149,TBK,Financial Services
3150,TBLT,Industrials
3151,TBNK,Financial Services
3152,TBPH,Healthcare
3153,TBVPF,Consumer Defensive
3154,TCBK,Financial Services
3155,TCBX,Financial Services
3156,TCEHY,Communication Services
3157,TCFC,Financial Services
3158,TCI,Real Estate
3159,TCMD,Healthcare
3160,TCOM,Consumer Cyclical
3161,TCS,Consumer Cyclical
3162,TD,Financial Services
3163,TDC,Technology
3164,TDG,Industrials
3165,TDOC,Healthcare
